X_train,y_train
"['jade', 'paul', 'u', 'txt', 'u', 'remember', 'barmed', 'want', '2', 'talk', '2', 'u', 'txt']",ham
"['u', 'laugh', 'really', 'loud', 'u', 'talk', 'spontaneously', 'u', 'dont', 'care', 'others', 'feel', 'u', 'probably', 'dear', 'amp', 'best', 'friend', 'goodevening', 'dear']",ham
"['joy', 'father', 'john', 'john', '____', 'joy', 'father', 'u', 'an', 'th', 'hav', 'lt', 'gt', 'iq', 'tis', 'ias', 'question', 'try', 'answer']",ham
"['hi', 'hope', 'u', 'r', 'ok', 'said', 'would', 'text', 'u', 'seen', 'let', 'gently', 'please']",ham
"['call', 'time', 'job', 'today', 'ok', 'umma', 'ask', 'speed']",ham
"['lt', 'gt', 'g', 'saw', 'day', 'ago', 'guy', 'want', 'sell', 'wifi', 'lt', 'gt', '3g', 'lt', 'gt', 'blanked']",ham
"['cbe', 'really', 'good', 'nowadays', 'lot', 'shop', 'showroom', 'city', 'shaping', 'good']",ham
"['want', 'inside', 'every', 'night']",ham
"['wat', 'time', 'u', 'wan', '2', 'meet', 'later']",ham
"['say', 'slowly', 'god', 'love', 'amp', 'need', 'clean', 'heart', 'blood', 'send', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'pls', 'pls']",ham
"['sac', 'need', 'carry']",ham
['standing'],ham
"['die', 'e', 'toot', 'fringe']",ham
"['gentle', 'princess', 'make', 'sweet', 'gentle', 'love']",ham
"['want', 'kfc', 'tuesday', 'buy', '2', 'meal', '2', 'gravy', '2', 'mark', '2']",ham
"['okay', 'name', 'ur', 'price', 'long', 'legal', 'wen', 'pick', 'u', 'ave', 'x', 'am', 'xx']",ham
"['hand', 'phone', 'chat', 'wit', 'u']",ham
"['yes', 'meet', 'town', 'co', 'go', 'gep', 'home', 'could', 'text', 'bus', 'stop', 'worry', 'finished', 'march', 'ish']",ham
"['easy', 'ah', 'sen', 'got', 'selected', 'mean', 'good']",ham
"['hmm', 'ok', 'stay', 'like', 'hour', 'co', 'eye', 'really', 'sore']",ham
"['sure', 'still', 'available', 'though']",ham
"['win', 'newest', 'harry', 'potter', 'order', 'phoenix', 'book', '5', 'reply', 'harry', 'answer', '5', 'question', 'chance', 'first', 'among', 'reader']",spam
"['suck', 'go', 'u', 'hair', 'free', 'right']",ham
"['hey', 'mate', 'hows', 'u', 'honey', 'u', 'ave', 'good', 'holiday', 'gimmi', 'de', 'goss', 'x']",ham
"['boy', 'loved', 'gal', 'propsd', 'bt', 'didnt', 'mind', 'gv', 'lv', 'lttrs', 'bt', 'frnds', 'threw', 'thm', 'boy', 'decided', '2', 'aproach', 'gal', 'dt', 'time', 'truck', 'speeding', 'towards', 'gal', 'wn', '2', 'hit', 'girl', 'boy', 'ran', 'like', 'hell', 'n', 'saved', 'asked', 'hw', 'cn', 'u', 'run', 'fast', 'boy', 'replied', 'boost', 'secret', 'energy', 'n', 'instantly', 'girl', 'shouted', 'energy', 'n', 'thy', 'lived', 'happily', '2gthr', 'drinking', 'boost', 'evrydy', 'moral', 'story', 'hv', 'free', 'msg', 'gud', 'ni8']",ham
"['abeg', 'make', 'profit', 'start', 'using', 'get', 'sponsor', 'next', 'event']",ham
"['wrong', 'phone', 'phone', 'answer', 'one', 'assume', 'people', 'well']",ham
"['uncle', 'atlanta', 'wish', 'guy', 'great', 'semester']",ham
"['anything', 'lor', 'juz', 'u', 'lor']",ham
"['storming', 'msg', 'wen', 'u', 'lift', 'phne', 'u', 'say', 'hello', 'u', 'knw', 'wt', 'real', 'meaning', 'hello', 'name', 'girl', 'yes', 'u', 'knw', 'dat', 'girl', 'margaret', 'hello', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', 'moral', 'one', '4get', 'name', 'person', 'bt', 'girlfrnd', 'g', 'n', 'g', 'h']",ham
"['ur', 'chance', 'win', '250', 'wkly', 'shopping', 'spree', 'txt', 'shop', '80878', 'c', 'www', 'txt', '2', 'shop', 'com', 'custcare', '08715705022', '1x150p', 'wk']",spam
"['u', 'buy', 'newspaper', 'already']",ham
"['try', 'g', 'decided', 'head']",ham
"['work', 'right']",ham
"['spring', 'coming', 'early', 'yay']",ham
"['yes', 'gauti', 'sehwag', 'odi', 'series']",ham
"['please', 'ask', 'mummy', 'call', 'father']",ham
"['oops', 'shower', 'u', 'called', 'hey', 'parking', 'garage', 'collapsed', 'university', 'hospital', 'see', 'crazy', 'stuff', 'like', 'happen']",ham
"['hi', 'ur', 'lookin', '4', 'saucy', 'daytime', 'fun', 'wiv', 'busty', 'married', 'woman', 'free', 'next', 'week', 'chat', '2', 'sort', 'time', '09099726429', 'janinexx', 'calls', '1', 'minmobsmorelkpobox177hp51fl']",spam
"['guaranteed', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', '500', 'prize', 'txt', 'word', 'collect', '83355', 'ibhltd', 'ldnw15h', '150p', 'mtmsgrcvd18']",spam
"['k', 'work', 'something']",ham
"['1', 'finish', 'meeting', 'call']",ham
"['sweet', 'heart']",ham
"['bus', 'love']",ham
"['urgent', 'please', 'call', '09066612661', 'landline', 'complimentary', '4', 'lux', 'costa', 'del', 'sol', 'holiday', '1000', 'cash', 'await', 'collection', 'ppm', '150', 'sae', 'cs', 'james', '28', 'eh74rr']",spam
"['want', 'go', 'perumbavoor']",ham
"['double', 'mins', 'double', 'txt', '1', '2', 'price', 'linerental', 'latest', 'orange', 'bluetooth', 'mobile', 'call', 'mobileupd8', 'latest', 'offer', '08000839402', 'call2optout', 'lf56']",spam
"['course', 'guess', 'god', 'got', 'hold', 'right']",ham
"['yes', 'pretty', 'lady', 'like', 'single']",ham
"['sure', 'trying', 'make', 'xavier', 'smoke', 'want', 'smoke', 'told', 'smoke', 'much']",ham
"['e', 'timing', 'go', 'w', 'u', 'lor']",ham
"['joining', 'today', 'formally', 'pls', 'keep', 'praying', 'talk', 'later']",ham
"['oops', 'lt', 'gt']",ham
"['battery', 'mr', 'adewale', 'uncle', 'aka', 'egbon']",ham
"['ok', 'r', 'meeting', 'later']",ham
"['hi', 'hun', 'im', 'comin', '2nite', 'tell', 'every1', 'im', 'sorry', '4', 'hope', 'u', 'ava', 'goodtime', 'oli', 'rang', 'melnite', 'ifink', 'mite', 'b', 'sorted', 'il', 'explain', 'everythin', 'mon', 'l8rs', 'x']",ham
"['family', 'happiness']",ham
"['oi', 'gonna', 'ring']",ham
"['whore', 'unbelievable']",ham
"['rounder', 'required']",ham
"['oh', 'really', 'perform', 'write', 'paper', 'go', 'movie', 'home', 'midnight', 'huh']",ham
"['reach', 'ur', 'home', 'lt', 'gt', 'minute']",ham
"['wif', 'family', 'booking', 'tour', 'package']",ham
"['tried', 'contact', 'reply', 'offer', 'video', 'phone', '750', 'anytime', 'network', 'min', 'half', 'price', 'line', 'rental', 'camcorder', 'reply', 'call', '08000930705']",spam
"['meh', 'thgt', 'clash', 'really', 'ah', 'dun', 'mind', 'dun', 'seen', 'lost', 'weight', 'gee']",ham
"['brother', 'genius']",ham
"['cant', 'believe', 'said', 'many', 'thing', 'morning', 'really', 'wanted', 'say', 'good', 'morning', 'love', 'beautiful', 'morning', 'see', 'library', 'later']",ham
"['come', 'u', 'got', 'nothing']",ham
"['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', '5min', 'hold']",ham
"['sorry', 'call', 'later']",ham
"['yes', 'fine']",ham
"['sorry', 'call', 'later', 'meeting', 'thing', 'related', 'trade', 'please', 'call', 'arul', 'lt', 'gt']",ham
"['nah', 'think', 'go', 'usf', 'life', 'around', 'though']",ham
"['sorry', 'call', 'later']",ham
"['reason', 'team', 'budget', 'available', 'last', 'buy', 'unsold', 'player', 'base', 'rate']",ham
"['wife', 'knew', 'time', 'murder', 'exactly']",ham
"['loosu', 'go', 'hospital', 'de', 'dont', 'let', 'careless']",ham
"['thanks', 'da', 'thangam', 'feel', 'happy', 'dear', 'also', 'miss', 'da']",ham
"['got', 'smaller', 'capacity', 'one', 'quite', 'ex']",ham
"['tessy', 'pls', 'favor', 'pls', 'convey', 'birthday', 'wish', 'nimya', 'pls', 'dnt', 'forget', 'today', 'birthday', 'shijas']",ham
"['jay', 'want', 'work', 'first', '4', 'sound']",ham
"['oh', 'ya', 'got', 'hip', 'hop', 'open', 'haha', 'thinking', 'go', 'jazz', 'zoom', 'cine', 'actually', 'tonight', 'free', 'leh', 'kb', 'lesson', 'tonight']",ham
"['get', 'step', '2', 'outta', 'way', 'congrats']",ham
"['tee', 'hee', 'lecture', 'cheery', 'bye', 'bye']",ham
"['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', 'cant', 'guess', 'call', '09058091854', 'revealed', 'po', 'box385', 'm6', '6wu']",spam
"['dunno', 'lei', 'like', 'dun', 'haf']",ham
"['catch', 'bus', 'frying', 'egg', 'make', 'tea', 'eating', 'mom', 'left', 'dinner', 'feel', 'love']",ham
"['excellent', 'spent', 'lt', 'gt', 'year', 'air', 'force', 'iraq', 'afghanistan', 'stable', 'honest', 'like', 'traveling']",ham
"['free', 'msg', 'ringtone', 'http', 'tm', 'widelive', 'com', 'index', 'wml', 'id', '1b6a5ecef91ff9', '37819', 'first', 'true18', '0430', 'jul', '05']",spam
"['simple', 'arithmetic', 'percentage']",ham
"['got', 'message', 'ignoring', 'yes', 'shopping']",ham
"['call', 'plz', 'number', 'show', 'coveragd', 'area', 'urgnt', 'call', 'vasai', 'amp', 'reach', '4', 'clock', 'call', 'plz']",ham
"['urgent', 'mobile', 'number', 'awarded', '2000', 'prize', 'guaranteed', 'call', '09058094454', 'land', 'line', 'claim', '3030', 'valid', '12hrs']",spam
"['house', 'maid', 'murderer', 'coz', 'man', 'murdered', 'lt', 'gt', 'th', 'january', 'public', 'holiday', 'govt', 'instituitions', 'closed', 'including', 'post', 'office', 'understand']",ham
"['tried', 'contact', 'reply', 'offer', 'video', 'handset', '750', 'anytime', 'network', 'min', 'unlimited', 'text', 'camcorder', 'reply', 'call', '08000930705']",spam
"['thinl', 'role', 'like', 'sachin', 'standing', 'others', 'hit']",ham
"['hi', 'durban', 'still', 'number']",ham
"['neva', 'mind', 'ok']",ham
"['honeymoon', 'outfit']",ham
"['goodo', 'yes', 'must', 'speak', 'friday', 'egg', 'potato', 'ratio', 'tortilla', 'needed']",ham
"['oh', 'god', 'found', 'number', 'glad', 'text', 'back', 'xafter', 'msg', 'cst', 'std', 'ntwk', 'chg', '1', '50']",spam
"['pls', 'go', 'today', 'lt', 'gt', 'dont', 'want', 'excuse']",ham
"['hey', 'gorgeous', 'man', 'work', 'mobile', 'number', 'good', 'one', 'babe', 'squishy', 'mwahs']",ham
"['ta', 'job', 'available', 'let', 'know', 'please', 'co', 'really', 'need', 'start', 'working']",ham
"['japanese', 'proverb', 'one', 'u', 'none', 'u', 'must', 'indian', 'version', 'one', 'let', 'none', 'leave', 'finally', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']",ham
"['make', 'time', 'tonight', 'whenever', 'cool', 'text', 'whenever', 'around']",ham
"['brother', 'transfered', 'lt', 'gt', 'lt', 'gt', 'pa']",ham
"['cheers', 'lou', 'yeah', 'goodnite', 'shame', 'u', 'neva', 'came', 'c', 'ya', 'gailxx']",ham
"['u', 'subscribed', 'best', 'mobile', 'content', 'service', 'uk', '3', 'per', 'ten', 'day', 'send', 'stop', '83435', 'helpline', '08706091795']",spam
"['dude', 'sux', 'snake', 'got', 'old', 'raiden', 'got', 'buff']",ham
"['7', 'esplanade', 'ü', 'mind', 'giving', 'lift', 'co', 'got', 'car', 'today']",ham
"['pay', 'like', 'lt', 'gt', 'yr', 'difficult']",ham
"['please', 'protect', 'e', 'threat', 'sib', 'never', 'asks', 'sensitive', 'information', 'like', 'passwords', 'atm', 'sms', 'pin', 'thru', 'email', 'never', 'share', 'password', 'anybody']",ham
"['knew', 'u', 'slept', 'v', 'late', 'yest', 'wake', 'late']",ham
"['say', 'slowly', 'god', 'love', 'amp', 'need', 'clean', 'heart', 'blood', 'send', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'pls', 'pls']",ham
"['yep', 'get', 'program', 'slacking']",ham
"['way', 'transport', 'le', 'problematic', 'sat', 'night', 'way', 'u', 'want', 'ask', 'n', 'join', 'bday', 'feel', 'free', 'need', 'know', 'definite', 'no', 'booking', 'fri']",ham
"['today', 'offer', 'claim', 'ur', '150', 'worth', 'discount', 'voucher', 'text', 'yes', '85023', 'savamob', 'member', 'offer', 'mobile', 'cs', '08717898035', '3', '00', 'sub', '16', 'unsub', 'reply', 'x']",spam
"['gud', 'mrng', 'dear', 'nice', 'day']",ham
"['actually', 'nvm', 'got', 'hella', 'cash', 'still', 'lt', 'gt', 'ish']",ham
"['sorry', 'da', 'gone', 'mad', 'many', 'pending', 'work']",ham
"['would', 'like', 'see', 'xxx', 'pic', 'hot', 'nearly', 'banned', 'uk']",spam
"['plz', 'note', 'anyone', 'calling', 'mobile', 'co', 'amp', 'asks', 'u', 'type', 'lt', 'gt', 'lt', 'gt', 'disconnect', 'call', 'coz', 'iz', 'attempt', 'terrorist', 'make', 'use', 'sim', 'card', 'itz', 'confirmd', 'nokia', 'n', 'motorola', 'n', 'verified', 'cnn', 'ibn']",ham
"['2', 'babe', 'feel', 'lets', '4get', 'try', 'cheer', 'fit', 'soo', 'muchxxlove', 'u', 'locaxx']",ham
"['k', 'fyi', 'x', 'ride', 'early', 'tomorrow', 'morning', 'crashing', 'place', 'tonight']",ham
"['cheers', 'card', 'time', 'year', 'already']",ham
"['fine', 'got', 'enough', 'bud', 'last', 'night', 'least']",ham
"['oooh', 'bed', 'ridden', 'ey', 'thinking']",ham
"['love', 'aathi', 'love', 'u', 'lot']",ham
"['awesome', 'minute']",ham
"['sing', 'hu', 'think', 'also', 'important', 'find', 'someone', 'female', 'know', 'place', 'well', 'preferably', 'citizen', 'also', 'smart', 'help', 'navigate', 'even', 'thing', 'like', 'choosing', 'phone', 'plan', 'require', 'guidance', 'doubt', 'ask', 'especially', 'girl']",ham
"['response', 'one', 'powerful', 'weapon', '2', 'occupy', 'place', 'others', 'heart', 'always', 'give', 'response', '2', 'care', '4', 'u', 'gud', 'night', 'swt', 'dream', 'take', 'care']",ham
"['asked', 'call', 'ok']",ham
"['er', 'hello', 'thing', 'quite', 'go', 'plan', 'limping', 'slowly', 'home', 'followed', 'aa', 'exhaust', 'hanging']",ham
"['k', '4']",ham
"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'end', 'sh', 'jas']",ham
"['know', 'lacking', 'particular', 'dramastorm', 'detail', 'part', 'worried']",ham
"['office', 'na']",ham
"['coming', 'day', 'class']",ham
"['cps', 'causing', 'outage', 'conserve', 'energy']",ham
"['get', '3', 'unless', 'guy', 'want', 'come', 'time', 'sooner']",ham
"['ill', 'call', 'u', '2mrw', 'ninish', 'address', 'icky', 'american', 'freek', 'wont', 'stop', 'callin', '2', 'bad', 'jen', 'k', 'eh']",ham
"['jay', 'snickering', 'tell', 'x', 'totally', 'fucking', 'chord', 'speak']",ham
"['see', 'thought']",ham
['6times'],ham
"['hot', 'live', 'fantasies', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'national', 'rate', 'call']",spam
"['guy', 'leaving']",ham
"['uncle', 'abbey', 'happy', 'new', 'year', 'abiola']",ham
"['ya', 'told', 'asking', 'wats', 'matter']",ham
"['dont', 'knw', 'pa', 'drink', 'milk']",ham
['pocked'],ham
"['hi', 'u', 'want', 'join', 'sts', 'later', 'meeting', 'five', 'call', 'u', 'class']",ham
"['latest', 'news', 'police', 'station', 'toilet', 'stolen', 'cop', 'nothing', 'go']",spam
"['hi', 'customer', 'loyalty', 'offer', 'new', 'nokia6650', 'mobile', '10', 'txtauction', 'txt', 'word', 'start', '81151', 'get', '4t', 'ctxt', 'tc', '150p', 'mtmsg']",spam
"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",ham
"['lol', 'know', 'dramatic', 'schools', 'already', 'closed', 'tomorrow', 'apparently', 'drive', 'inch', 'snow', 'supposed', 'get']",ham
"['dear', 'reached', 'railway', 'happen']",ham
"['good', 'morning', 'plz', 'call', 'sir']",ham
"['wot', 'u', '2', 'u', 'weirdo']",ham
"['urgent', 'mobile', '07808726822', 'awarded', '2', '000', 'bonus', 'caller', 'prize', '02', '09', '03', '2nd', 'attempt', 'contact', 'call', '0871', '872', '9758', 'box95qu']",spam
"['got', 'ur', 'mail', 'dileep', 'thank', 'muchand', 'look', 'forward', 'lot', 'support', 'le', 'contact', 'remember', 'one', 'venugopal', 'mentioned', 'tomorrow', 'late', 'shall', 'try', 'come', 'till', 'goodnight', 'dear']",ham
"['tried', 'contact', 'reply', 'offer', 'video', 'handset', '750', 'anytime', 'network', 'min', 'unlimited', 'text', 'camcorder', 'reply', 'call', '08000930705']",spam
"['ok', 'pa', 'nothing', 'problem']",ham
"['ur', 'awarded', 'city', 'break', 'could', 'win', '200', 'summer', 'shopping', 'spree', 'every', 'wk', 'txt', 'store', '88039', 'skilgme', 'tscs087147403231winawk', 'age16', '1', '50perwksub']",spam
"['list', 'buyer']",ham
"['tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'tell', 'come', 'tomorrow']",ham
['pick'],ham
"['cha', 'quiteamuzing', 'scool', 'babe', 'probpop', 'cu', 'satthen', 'hunny', '4brekkie', 'love', 'jen', 'xxx', 'psxtra', 'lrg', 'portions', '4', 'please']",ham
"['got', 'shitload', 'diamond', 'though']",ham
"['hey', 'booked', 'kb', 'sat', 'already', 'lesson', 'going', 'ah', 'keep', 'sat', 'night', 'free', 'need', 'meet', 'confirm', 'lodging']",ham
"['got', 'thing', 'may', 'pub', 'later']",ham
"['hi', 'dear', 'call', 'urgnt', 'know', 'whats', 'problem', 'want', 'work', 'problem', 'least', 'tell', 'wating', 'reply']",ham
"['buy', 'blackberry', 'bold', '2', 'torch', 'buy', 'new', 'used', 'let', 'know', 'plus', 'saying', 'buy', 'lt', 'gt', 'g', 'wifi', 'ipad', 'saying', 'lt', 'gt', 'g']",ham
"['ya', 'nice', 'ready', 'thursday']",ham
"['eastenders', 'tv', 'quiz', 'flower', 'dot', 'compare', 'violet', 'e', 'tulip', 'f', 'lily', 'txt', 'e', 'f', '84025', '4', 'chance', '2', 'win', '100', 'cash', 'wkent', '150p16']",spam
"['want', 'explicit', 'sex', '30', 'sec', 'ring', '02073162414', 'costs', '20p', 'min', 'gsex', 'pobox', '2667', 'wc1n', '3xx']",spam
"['2nd', 'time', 'tried', '2', 'contact', 'u', 'u', '750', 'pound', 'prize', '2', 'claim', 'easy', 'call', '08712101358', '10p', 'per', 'min', 'bt', 'national', 'rate']",spam
"['hey', 'loverboy', 'love', 'tell', 'look', 'picture', 'ache', 'feel', 'leg', 'fuck', 'want', 'need', 'crave']",ham
"['oh', 'yes', 'like', 'torture', 'watching', 'england']",ham
"['k', 'come', 'nordstrom', 'done']",ham
"['loverboy', 'keep', 'coming', 'queen', 'hmmm', 'ache', 'speak', 'miss', 'desparately']",ham
"['yup', 'izzit', 'still', 'raining', 'heavily', 'co', 'e', 'mrt', 'c', 'outside']",ham
"['cool', 'let', 'know', 'kick', 'around', 'lt', 'gt', 'day']",ham
"['u', 'sure', 'u', 'take', 'sick', 'time']",ham
"['gentle', 'baby', 'soon', 'taking', 'lt', 'gt', 'inch', 'deep', 'inside', 'tight', 'pussy']",ham
"['havent', 'stuck', 'orchard', 'dad', 'car', 'going', '4', 'dinner', 'u', 'leh', 'r', 'free', 'tonight']",ham
"['nothing', 'ok', 'anyway', 'give', 'treat']",ham
['gotta'],ham
"['normally', 'hot', 'mail', 'com', 'see']",ham
"['got', 'lt', 'gt', 'way', 'could', 'pick']",ham
"['amazing', 'rearrange', 'letter', 'give', 'meaning', 'dormitory', 'dirty', 'room', 'astronomer', 'moon', 'starer', 'eye', 'see', 'election', 'result', 'lies', 'let', 'recount', 'mother', 'law', 'woman', 'hitler', 'eleven', 'plus', 'two', 'twelve', 'plus', 'one', 'amazing']",ham
"['love', 'set', 'soul', 'fire', 'spark', 'flame', 'big', 'rawring', 'flame', 'xoxo']",ham
"['sorry', 'im', 'stil', 'fucked', 'last', 'nite', 'went', 'tobed', '430', 'got', '4', 'work', '630']",ham
"['heard', 'job', 'going', 'wildlife', 'talk', 'tonight', 'u', 'want2come', 'that2worzels', 'wizzle', 'whatever']",ham
"['cancer', 'moms', 'making', 'big', 'deal', 'regular', 'checkup', 'aka', 'pap', 'smear']",ham
"['u', 'nokia', '6230', 'plus', 'free', 'digital', 'camera', 'u', 'get', 'u', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', '83383', 'pobox114', '14tcr', 'w1', '16']",spam
"['really', 'master']",ham
"['hey', 'tell', 'blake', 'address', 'carlos', 'wanted', 'meet', 'got', 'lost', 'answering', 'phone']",ham
"['spook', 'mob', 'halloween', 'collection', 'logo', 'pic', 'message', 'plus', 'free', 'eerie', 'tone', 'txt', 'card', 'spook', '8007', 'zed', '08701417012150p', 'per', 'logo', 'pic']",spam
"['tell', 'female', 'v', 'throwing', 'deciding', 'get']",ham
"['yeah', 'probably', 'still', 'gotta', 'check', 'leo']",ham
"['sen', 'told', 'going', 'join', 'uncle', 'finance', 'cbe']",ham
"['dont', 'thnk', 'wrong', 'calling', 'u']",ham
"['u', 'doin', 'baby', 'girl', 'hope', 'u', 'okay', 'every', 'time', 'call', 'ure', 'phone', 'miss', 'u', 'get', 'touch']",ham
"['feel', 'always', 'happy', 'slowly', 'becomes', 'habit', 'amp', 'finally', 'becomes', 'part', 'life', 'follow', 'happy', 'morning', 'amp', 'happy', 'day']",ham
"['hmm', 'ill', 'think', 'ok', 'forgiven']",ham
"['new', 'theory', 'argument', 'win', 'situation', 'loses', 'person', 'dont', 'argue', 'ur', 'friend', 'kick', 'amp', 'say', 'always', 'correct']",ham
"['search', '4', 'happiness', '1', 'main', 'source', 'unhappiness', 'accept', 'life', 'way', 'come', 'u', 'find', 'happiness', 'every', 'moment', 'u', 'live']",ham
"['k', 'go', 'sleep', 'well', 'take', 'rest']",ham
"['solve', 'case', 'man', 'found', 'murdered', 'lt', 'decimal', 'gt', 'lt', 'gt', 'afternoon', '1', 'wife', 'called', 'police', '2', 'police', 'questioned', 'everyone', '3', 'wife', 'sir', 'sleeping', 'murder', 'took', 'place', '4', 'cook', 'cooking', '5', 'gardener', 'picking', 'vegetable', '6', 'house', 'maid', 'went', '2', 'post', 'office', '7', 'children', 'went', '2', 'play', '8', 'neighbour', 'went', '2', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'reply', 'reason', 'u', 'r', 'brilliant']",ham
"['ill', 'obey']",ham
"['hey', 'hun', 'onbus', 'goin', '2', 'meet', 'want', '2go', '4a', 'meal', 'donyt', 'feel', 'like', 'cuz', '2', 'get', 'last', 'bus', 'home', 'he', 'sweet', 'latelyxxx']",ham
"['take', 'care', 'sleep', 'well', 'need', 'learn', 'change', 'life', 'need', 'get', 'convinced', 'wait', 'conversation', 'u', 'get', 'convinced', 'time', 'family', 'many', 'sens', 'respect', 'overemphasise', 'u', 'role', 'life']",ham
"['hi', 'babe', 'thanks', 'coming', 'even', 'though', 'didnt', 'go', 'well', 'wanted', 'bed', 'hope', 'see', 'soon', 'love', 'kiss', 'xxx']",ham
"['hiya', 'last', 'night', 'naughty', 'bought', 'clothes', 'little', 'ready', 'shopping', 'tho', 'kind', 'time', 'wanna', 'meet']",ham
"['luton', '0125698789', 'ring', 'ur', 'around', 'h']",ham
"['sorry', 'took', 'long', 'omw']",ham
"['many', 'time', 'told', 'stage', 'use', 'laugh', 'listen', 'aha']",ham
"['love', 'working', 'home']",ham
"['yeh', 'indians', 'nice', 'tho', 'kane', 'bit', 'shud', 'go', '4', 'drink', 'sometime', 'soon', 'mite', 'hav', '2', 'go', '2', 'da', 'work', '4', 'laugh', 'soon', 'love', 'pete', 'x', 'x']",ham
"['sounds', 'good', 'keep', 'posted']",ham
"['gonna', 'blake', 'night', 'might', 'able', 'get', 'little', 'early']",ham
"['gonna', 'able', 'late', 'notice', 'home', 'week', 'anyway', 'plan']",ham
"['ur', 'chance', 'win', '250', 'cash', 'every', 'wk', 'txt', 'action', '80608', 'c', 'www', 'movietrivia', 'tv', 'custcare', '08712405022', '1x150p', 'wk']",spam
"['ok', 'least', 'armand', 'still', 'around']",ham
"['u', 'made', 'appointment']",ham
"['auction', 'round', '4', 'highest', 'bid', '54', 'next', 'maximum', 'bid', '71', 'bid', 'send', 'bids', 'e', 'g', '10', 'bid', '10', '83383', 'good', 'luck']",spam
"['well', 'still', 'bit', 'left', 'guy', 'want', 'tonight']",ham
"['rose', 'red', 'red', 'blood', 'blood', 'heart', 'heart', 'u', 'u', 'send', 'ti', 'ur', 'friend', 'including', 'u', 'like', 'u', 'get', 'back', '1', 'u', 'r', 'poor', 'relation', '2', 'u', 'need', '1', 'support', '3', 'u', 'r', 'frnd', '2', 'many', '4', 'some1', 'luvs', 'u', '5', 'some1', 'praying', 'god', 'marry', 'u', 'try']",ham
"['stopped', 'get', 'ice', 'cream', 'go', 'back']",ham
"['sunshine', 'hols', 'claim', 'ur', 'med', 'holiday', 'send', 'stamped', 'self', 'address', 'envelope', 'drinks', 'us', 'uk', 'po', 'box', '113', 'bray', 'wicklow', 'eire', 'quiz', 'starts', 'saturday', 'unsub', 'stop']",spam
"['mean', 'u', 'could', 'keep', 'ur', 'word']",ham
"['panasonic', 'bluetoothhdset', 'free', 'nokia', 'free', 'motorola', 'free', 'doublemins', 'doubletxt', 'orange', 'contract', 'call', 'mobileupd8', '08000839402', 'call', '2optout']",spam
"['hey', 'congrats', '2u2', 'id', 'luv', '2', 'ive', '2', 'go', 'home']",ham
"['congrats', '1', 'year', 'special', 'cinema', 'pas', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420', 'ip4', '5we', '150pm', 'dont', 'miss']",spam
"['part', 'checking', 'iq']",ham
"['neft', 'transaction', 'reference', 'number', 'lt', 'gt', 'rs', 'lt', 'decimal', 'gt', 'credited', 'beneficiary', 'account', 'lt', 'gt', 'lt', 'time', 'gt', 'lt', 'gt']",ham
"['74355', 'xmas', 'iscoming', 'ur', 'awarded', 'either', '500', 'cd', 'gift', 'voucher', 'free', 'entry', '2', 'r', '100', 'weekly', 'draw', 'txt', 'music', '87066', 'tnc']",spam
"['get', 'home']",ham
"['waiting', 'call', 'sir']",ham
"['one', 'talking']",ham
"['bishan', 'lar', 'nearer', 'need', 'buy', 'early', 'co', 'buy', 'gotta', 'park', 'car']",ham
"['important', 'information', '4', 'orange', 'user', '0796xxxxxx', 'today', 'ur', 'lucky', 'day', '2', 'find', 'log', 'onto', 'http', 'www', 'urawinner', 'com', 'fantastic', 'prizeawaiting']",spam
"['pdate_now', 'double', 'min', '1000', 'txts', 'orange', 'tariff', 'latest', 'motorola', 'sonyericsson', 'nokia', 'bluetooth', 'free', 'call', 'mobileupd8', '08000839402', 'call2optout', 'yhl']",spam
"['problem', 'walk', 'around', 'julianaland', 'oblivious', 'going', 'around', 'say', 'thing', 'constantly', 'go', 'one', 'ear', 'go', 'whatever', 'want', 'know', 'upset', 'listen', 'tell', 'going', 'upset', 'want', 'surprised', 'mad']",ham
"['yes', 'saw', 'message']",ham
"['sindu', 'got', 'job', 'birla', 'soft']",ham
"['haha', 'awesome', '4u', 'couple', 'time', 'coming']",ham
"['yeah', 'whatever', 'lol']",ham
